DOI,MATERIAL 1,MATERIAL 2,MATERIAL 3,MATERIAL 4,Electrolyte Concentration,ELECTROLYTE ,Electrode Configuration,Cell Configuration,Specific Surface Area(m2/g),Pore Size(mm),CURRENT DENSITY(A/g),Voltage Window,Cycle Number,Pore Volume(cm3/g),Scan Rate(mv/s),Capacitance(F/g)
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,9,1.4,27821,7.12,100,223.82
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,9.6,1.4,27821,7.12,100,222.17
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,10.2,1.4,27821,7.12,100,220.36
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,10.8,1.4,27821,7.12,100,220.52
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,11.4,1.4,27821,7.12,100,220.82
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,12,1.4,27821,7.12,100,220.59
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,12.6,1.4,27821,7.12,100,219.30
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,13.2,1.4,27821,7.12,100,216.76
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,13.8,1.4,27821,7.12,100,216.17
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,14.4,1.4,27821,7.12,100,216.38
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,15,1.4,27821,7.12,100,217.19
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,15.6,1.4,27821,7.12,100,213.01
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,16.2,1.4,27821,7.12,100,210.47
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,16.8,1.4,27821,7.12,100,208.62
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,17.4,1.4,27821,7.12,100,207.49
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,18,1.4,27821,7.12,100,206.32
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,18.6,1.4,27821,7.12,100,206.39
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,19.2,1.4,27821,7.12,100,204.84
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,19.8,1.4,27821,7.12,100,205.71
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,20.4,1.4,27821,7.12,100,204.12
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,21,1.4,27821,7.12,100,203.39
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,21.6,1.4,27821,7.12,100,202.64
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,22.2,1.4,27821,7.12,100,202.65
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,22.8,1.4,27821,7.12,100,201.91
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,23.4,1.4,27821,7.12,100,201.91
10.1007/s12274-012-0246-X,graphene,nickel cobaltite,,,6,KOH,asymmetric electrode,solartron 1470E Multichannel Potentiostat,71,0.000086,24,1.4,27821,7.12,100,201.15
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,0,237.40
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,6,219.20
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,12,255.25
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,18,283.58
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,24,301.99
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,30,305.13
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,36,308.51
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,42,316.94
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,48,317.65
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,54,316.93
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,60,316.94
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,66,318.22
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,72,321.41
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,78,322.69
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,84,324.01
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,90,326.85
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,96,326.24
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,102,325.13
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,108,326.48
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,114,327.16
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,120,329.64
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,126,330.27
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,132,330.93
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,138,331.61
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,144,332.17
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,150,333.54
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,156,333.71
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,162,334.73
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,168,335.12
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,174,336.00
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,180,336.62
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,186,337.74
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,192,338.59
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,198,337.87
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,204,337.27
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,210,338.71
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,216,339.35
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,222,340.53
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,228,341.17
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,234,341.10
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,240,341.53
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,246,341.67
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,252,342.37
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,258,342.38
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,264,343.01
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,270,343.63
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,276,343.64
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,282,344.34
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,288,344.51
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,294,344.91
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,300,345.28
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,306,345.57
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,312,346.18
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,318,346.20
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,324,346.82
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,330,347.46
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,336,347.46
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,342,348.15
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,348,348.26
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,354,348.73
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,360,349.02
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,366,349.36
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,372,349.36
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,378,349.38
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,384,349.99
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,390,350.00
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,396,350.00
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,402,350.00
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,408,350.01
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,414,350.02
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,420,350.02
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,426,350.03
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,432,350.04
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,438,350.04
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,444,350.05
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,450,350.05
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,456,350.05
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,462,350.05
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,468,350.04
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,474,350.04
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,480,350.03
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,486,350.01
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,492,348.98
doi:10.1016/j.carbon.2012.01.028,highly corrugated graphene sheets,graphite oxide,,,6,KOH, graphene sheets three-electrode system,a three-electrode cell,517.9,0.0000275,10,-0.05,5000,1.45,498,348.11
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.09,-0.4,4500,7.12,100,251.64
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.18,-0.4,4500,7.12,100,245.72
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.27,-0.4,4500,7.12,100,238.65
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.36,-0.4,4500,7.12,100,231.63
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.45,-0.4,4500,7.12,100,224.35
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.54,-0.4,4500,7.12,100,218.36
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.63,-0.4,4500,7.12,100,213.12
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.72,-0.4,4500,7.12,100,208.45
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.81,-0.4,4500,7.12,100,203.59
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.9,-0.4,4500,7.12,100,198.44
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,0.99,-0.4,4500,7.12,100,193.80
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.08,-0.4,4500,7.12,100,192.91
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.17,-0.4,4500,7.12,100,192.07
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.26,-0.4,4500,7.12,100,191.19
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.35,-0.4,4500,7.12,100,190.37
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.44,-0.4,4500,7.12,100,189.36
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.53,-0.4,4500,7.12,100,188.41
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.62,-0.4,4500,7.12,100,187.57
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.71,-0.4,4500,7.12,100,186.59
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.8,-0.4,4500,7.12,100,185.86
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.89,-0.4,4500,7.12,100,184.91
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,1.98,-0.4,4500,7.12,100,183.89
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.07,-0.4,4500,7.12,100,183.07
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.16,-0.4,4500,7.12,100,182.23
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.25,-0.4,4500,7.12,100,181.24
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.34,-0.4,4500,7.12,100,180.23
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.43,-0.4,4500,7.12,100,179.44
10.1021/nn3034309,Boron-doped graphene nanoplatelets,borane-reduced graphene oxide,,,6,KOH,two-electrode,two-electrode symmetrical supercapacitor cell,466,0.00000213,2.52,-0.4,4500,7.12,100,178.47
